# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
3330.606181344921,442210
3332.048759314345,442570
3333.493501614612,442910
3334.952418711333,443254
3336.395800323101,443614
3337.85189512444,443946
3339.315065779994,444298
3340.778557595152,444660
3342.231417169256,445028
3343.694141419208,445372
3345.153650259101,445738
3346.606181344907,446080
3348.048759314331,446454
3349.493501614597,446790
3349.493501614597,446790
3350.952418711318,447166
3352.395800323086,447516
3353.851895124425,447860
3355.315065779979,448212
3356.778557595137,448570
3358.231417169242,448930
3359.694141419194,449294
3361.153650259087,449654
3362.606181344892,450014
3364.048759314316,450386
3365.493501614583,450730
3366.952418711304,451096
3368.395800323071,451434
3369.851895124411,451796
3371.315065779965,452152
3372.778557595123,452530
3374.231417169227,452892
3375.694141419179,453258
3377.153650259072,453612
3378.606181344878,453978
3380.048759314302,454340
3381.493501614568,454700
3382.952418711289,455064
3384.395800323057,455424
3385.851895124396,455774
3385.851895124396,455774
3387.31506577995,456134
3388.778557595108,456508
3390.231417169213,456862
3391.694141419165,457244
3393.153650259057,457600
3394.606181344863,457980
3396.048759314287,458336
3397.493501614554,458706
3398.952418711275,459056
3400.395800323042,459428
3401.851895124382,459768
3403.315065779936,460144
3404.778557595094,460500
3406.231417169198,460888
3406.231417169198,460888
3407.69414141915,461256
3409.153650259043,461626
3410.606181344849,461996
3412.048759314272,462352
3413.493501614539,462730
3414.95241871126,463086
3414.95241871126,463086
3416.395800323027,463456
3417.851895124367,463806
3419.315065779921,464182
3420.778557595079,464542
3422.231417169183,464926
3423.694141419135,465284
3423.694141419135,465284
3425.153650259028,465674
3426.606181344834,466032
3426.606181344834,466032
3428.048759314257,466428
3428.048759314257,466428
3429.493501614524,466784
3430.952418711245,467164
3432.395800323013,467532
3432.395800323013,467532
3433.851895124352,467884
3435.315065779906,468256
3436.778557595064,468630
3438.231417169169,469010
3439.694141419121,469396
3441.153650259013,469768
3442.606181344819,470126
3444.048759314242,470522
3445.493501614509,470872
3446.95241871123,471262
3448.408184064565,471634
3448.408184064565,471634
3449.870961292413,472002
3451.332253053827,472372
3452.790722309757,472756
3454.248031219787,473126
3455.694141419105,473500
3457.153650258998,473866
3457.153650258998,473866
3458.606181344804,474248
3460.048759314227,474626
3461.493501614494,475006
3462.952418711215,475384
3464.40818406455,475748
3465.870961292397,476120
3467.332253053811,476496
3467.332253053811,476496
3468.790722309742,476888
3470.248031219771,477266
3471.69414141909,477652
3473.153650258982,478016
3474.606181344788,478410
3474.606181344788,478410
3476.052035558699,478782
3477.493501614479,479162
3478.9524187112,479540
3480.408184064535,479916
3481.870961292384,480294
3483.332253053798,480692
3484.79072230973,481064
3486.24803121976,481442
3486.24803121976,481442
3487.694141419079,481832
3489.153650258972,482210
3490.606181344779,482596
3492.05203555869,482980
3493.49350161447,483360
3494.952418711192,483740
3496.408184064528,484126
3497.868822567504,484486
3499.332253053791,484890
3500.790722309722,485282
3502.248031219753,485664
3503.694141419071,486044
3505.153650258965,486444
3506.606181344771,486814
3508.052035558683,487214
3509.493501614463,487594
3510.951576642421,487972
3512.408184064519,488372
3513.868822567494,488732
3515.332253053779,489126
3516.79072230971,489526
3518.248031219739,489910
3519.694141419057,490280
3521.15365025895,490686
3522.606181344756,491068
3524.052035558667,491464
3525.493501614446,491844
3525.493501614446,491844
3526.951576642405,492242
3526.951576642405,492242
3528.408184064503,492628
3529.868822567478,493012
3531.332253053764,493418
3532.790722309695,493812
3532.790722309695,493812
3534.248031219724,494206
3535.694141419043,494584
3537.153650258936,494976
3538.606181344741,495370
3540.052035558652,495758
3541.493501614432,496130
3542.95157664239,496546
3544.408184064488,496928
3545.868822567464,497314
3547.332253053749,497726
3548.79072230968,498118
3550.248031219711,498506
